title,description,price,extracted,cleaned,cleaned_l2
Pwr Computer Monitor TV Replacement Power Cord - 6-Foot,power cables,9.99,"{'Brand': {'value': 'Generic', 'evidence': 'common for power cables'}, 'Material': {'value': 'Copper', 'evidence': 'common material for electrical cords'}, 'Storage': {'value': 'None', 'evidence': 'not applicable for a power cable'}, 'Screen': {'value': 'None', 'evidence': 'not applicable for a power cable'}, 'Condition': {'value': 'New', 'evidence': 'implyes packaging and quality'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
"50Pcs Ocean Animal Stickers for Kids Teen, Waterproof Decal for Hydro Flask Water Bottle Laptop Skateboard Computer Phone Bike Luggage Helmet, Cute Fashion Girl Gift - Marine Life","How to use? 1.Think about where you want to paste 2.Clean the surface of the object 3.Tear off the bottom paper 4.Firmly stick the sticker on the surface of the object, leaving no gaps 5.If not properly pasted,You can tear it up and paste it again",6.99,"{'Brand': {'value': 'Generic', 'evidence': 'No explicit brand mentioned in the description'}, 'Material': {'value': 'Vinyl', 'evidence': 'The product is likely a sticker based on the description'}, 'Storage': {'value': 'None', 'evidence': 'The description does not mention any storage capacity'}, 'Screen': {'value': 'None', 'evidence': 'The description does not mention any screen size'}, 'Condition': {'value': 'New', 'evidence': 'Based on the context, the product is likely a new sticker, and the instructions suggest it to be used as is'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': 'Vinyl', 'Storage': None, 'Screen': None, 'Condition': None}"
Absolute C15LGR 15-Feet Long/4-Feet Wide Light Grey Carpet for Speaker Sub Box Carpet rv Truck Car Trunk Laner,Absolute C15LGR 15-Feet Long/4-Feet Wide Light Grey Carpet for Speaker Sub Box carpet rv Truck Car Trunk Laner,49.99,"{'Brand': {'value': 'Absolute', 'evidence': 'Absolute C15LGR'}, 'Material': {'value': 'Carpet', 'evidence': 'Absolute C15LGR 15-Feet Long/4-Feet Wide Light Grey Carpet'}, 'Storage': {'value': 'None', 'evidence': 'No mention of storage'}, 'Screen': {'value': 'None', 'evidence': 'This is not a display product'}, 'Condition': {'value': 'New', 'evidence': 'New product with a specific size and color description'}}","{'Brand': 'Absolute', 'Material': 'Carpet', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Absolute', 'Material': 'Carpet', 'Storage': None, 'Screen': None, 'Condition': None}"
"AIUNIT Compatible with Alta HR and Alta Band, Replacement Accessories Bands Siilicon Sport Wristbands/Metal Bands Small Large for Alta Ace Fitness Tracker Women Men","Description: 1. The replacement band is for your Alta HR or Alta Tracker. 2. Personalized your Alta with this refined alta replacment band. 3. Delighted varied colors personalize your wristband to fit your mood and outfit in daily life. 4. The wristband is made of a flexible, durable premium material which is hypoallergenic and provides comfortable wearing experience.",9.99,"{'Brand': {'value': 'Fitbit', 'evidence': '1. The replacement band is for your Alta HR or Alta Tracker.'}, 'Material': {'value': 'Flexible, Durable Premium Material', 'evidence': 'The wristband is made of a flexible, durable premium material which is hypoallergenic and provides comfortable wearing experience.'}, 'Storage': {'value': 'None', 'evidence': 'Assuming no storage capacity for a fitness tracker band'}, 'Screen': {'value': 'None', 'evidence': 'Assuming no screen for a fitness tracker band'}, 'Condition': {'value': 'New', 'evidence': 'A replacement band implies brand new'}}","{'Brand': 'Fitbit', 'Material': 'Flexible, Durable Premium Material', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Fitbit', 'Material': 'Flexible, Durable Premium Material', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
"Bluelounge Mika, White","A truly universal stand, Mika is compatible with devices ranging from the Nexus 7 to the iPad, and even the MacBook Air or Retina MacBook Pro. It provides the perfect resting place for your tablet or laptop, keeping your workspace neat and tidy and ready for whatever the day holds.",19.99,"{'Brand': {'value': 'Mika', 'evidence': 'A truly universal stand, Mika'}, 'Material': {'value': 'Generic Metal/Plastic (guess based on product type)', 'evidence': 'None'}, 'Storage': {'value': 'None', 'evidence': 'None'}, 'Screen': {'value': 'None', 'evidence': 'None'}, 'Condition': {'value': 'New (guess based on product type)', 'evidence': 'Context implies a new product'}}","{'Brand': 'Mika', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Mika', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New (guess based on product type)'}"
The Goliath Extra Large Drop Over Cable Protector - 2 Channel (2 Pack),"When standard drop over style cable protectors do not offer enough protection for your application, step up to The Goliath Drop Over Cable Ramps. Designed with size and cost in mind. This extra large cable cover features a 2 channel unit will fit 2"" cables or hoses & both with a load capacity of 4,000 lbs. Constructed out of dense recycled rubber material combined with a sturdy design, the Goliath Drop Over will support light vehicle traffic such as cars and SUV's. Integrated connectors allows for unlimited cable run protection and although the great traction due to weight and material, this drop over has mounting holes for permanent installation. *The Extra Large 2 Channel Goliath has built in 'mounting holes' *All dimensions may vary by +/- 2% *Not intended for constant vehicle traffic.",199.99,"{'Brand': {'value': 'Goliath', 'evidence': 'The Goliath Drop Over Cable Ramps'}, 'Material': {'value': 'Recycled rubber', 'evidence': 'constructed out of dense recycled rubber material'}, 'Storage': {'value': 'None', 'evidence': 'no storage capacity mentioned'}, 'Screen': {'value': 'None', 'evidence': 'no screen mentioned'}, 'Condition': {'value': 'New', 'evidence': ""no condition mentioned, but 'Goliath' product implies brand new""}}","{'Brand': 'Goliath', 'Material': 'Recycled rubber', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Goliath', 'Material': 'Recycled rubber', 'Storage': None, 'Screen': None, 'Condition': None}"
4Keyboard Korean Japanese Hiragana Stickers for Keyboard with Blue and Yellow Lettering Transparent Background,"High-quality stickers for different keyboards Desktop, Laptop and Notebook. The Korean - Japanese Hiragana Alphabet is spread onto transparent - matt sticker, with blue and yellow color lettering which are suitable for all dark keyboards. Applying stickers on you keyboard properly once, and you can be aware that letters will stay for ever. Transparency and matt hue of the stickers is suitable for all kind of keyboards in spite of their color. It guarantees complete absence of glare under different angels of lighting. Clear transparent background makes stickers invisible, and allows existing characters to show through. You do not have to think how to apply Stickers. You'll know it intuitively. English letters located underneath each sticker - will accurately indicate buttons on with you will apply corresponding stickers. Applying possess doesn't take more than 10-15min. And you can immediately enjoy your brand-new Korean-Japanese Hiragana - English keyboard when making contacts with your relatives, friends and acquaintances. What you're offered now is high-quality stickers, intended to simplify you work and enjoy it while doing it on computer. OUR MOTTO IS - QUALITY! The product listed above is copyrighted, has been manufactured and distributed by Royal Galaxy Ltd. Usage of the images posted, distribution or resale has NOT been authorized by Royal Galaxy Ltd, and is in direct violation of its written terms. Federal law provides severe civil and criminal penalties for the unauthorized usage, distribution or resale of copyrighted product, its listings with all imaged posted. For all requests regarding usage of images of this product, its distribution and resale, please contact us by email.",2.79,"{'Brand': {'value': 'Generic', 'evidence': 'High-quality stickers for different keyboards'}, 'Material': {'value': 'Adhesive/ Sticker Material', 'evidence': 'Transparent - matt sticker'}, 'Storage': {'value': 'None', 'evidence': ''}, 'Screen': {'value': 'None', 'evidence': ''}, 'Condition': {'value': 'New', 'evidence': 'your brand-new Korean-Japanese Hiragana - English keyboard'}}","{'Brand': 'Generic', 'Material': 'Adhesive/ Sticker Material', 'Storage': None, 'Screen': None, 'Condition': 'New'}","{'Brand': 'Generic', 'Material': 'Adhesive/ Sticker Material', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
2X SCROY Trackpoint Caps for Lenovo ThinkPad Replacement for Keyboard Mouse (Soft Rim),These trackpoints are replacements for Lenovo ThinkPad Soft Rim or Classic TrackPoint cap. The TrackPoint is compatible with ThinkPad laptops. This TrackPoint provides the best solution for you to replace the original TrackPoint when it is worn.,6.99,"{'Brand': {'value': 'Lenovo', 'evidence': 'ThinkPad'}, 'Material': {'value': 'None', 'evidence': ''}, 'Storage': {'value': 'None', 'evidence': ''}, 'Screen': {'value': 'None', 'evidence': ''}, 'Condition': {'value': 'New', 'evidence': 'best solution for you to replace the original'}}","{'Brand': 'Lenovo', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New'}","{'Brand': 'Lenovo', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New'}"
StarTech.com DisplayPort to DVI Dual Link Active Adapter - DisplayPort to DVI-D Adapter Video Converter 2560x1600 60Hz - DP 1.2 to DVI Monitor - USB Powered - Latching DP Connector (DP2DVID2),"This DisplayPort to DVI adapter lets you connect your DP device to any DVI display, including televisions and other DVI dual-link monitors. Ideal for Travel With its compact, lightweight design, this DVI adapter offers a convenient travel accessory to carry with your DP-equipped computer, fitting easily into your laptop bag or carrying case. Its ultra-portable design makes this display and monitor adapter perfect for BYOD (Bring Your Own Device) applications at the office, or on the road. As well, this DVI converter is powered by a USB port, eliminating the need for additional cords or chargers. Ultimate Compatibility With support for an active conversion, this DP to DVI-D adapter ensures compatibility with DVI dual-link monitors and displays, which eliminates having to upgrade your DVI display to a newer model for the sake of compatibility. Uncompromised Picture Quality This DVI D adapter can handle full dual-link resolutions up to 2560x1600 with the ability to mirror your display or extend your desktop. Alternatively, the converter can support single-link displays with resolutions up to 1920x1080. This DVI video adapter supports plug-and-play connectivity, ensuring a hassle-free setup. This DisplayPort to DVI adapter is backed by a StarTech.",91.07,"{'Brand': {'value': 'Generic', 'evidence': 'This is a generic item, no specific brand mentioned'}, 'Material': {'value': 'Plastic', 'evidence': 'Assumption based on typical adapter design and size'}, 'Storage': {'value': 'None', 'evidence': 'No storage mentioned in the product context'}, 'Screen': {'value': 'None', 'evidence': ""This product is not a display or screen, it's an adapter""}, 'Condition': {'value': 'New', 'evidence': 'Product description suggests new features and no signs of refurbishment'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
"MP3 Player / MP4 Player, Hotechs MP3 Music Player with 32GB Memory SD Card Slim Classic Digital LCD 1.82'' Screen Mini USB Port with FM Radio, Voice Record","Why Choose Hotechs. MP3-Player ♫ Long Battery Life & Fast Charge: Up to 10 hours of playback with 1-2 hours of full charge ♫ FM Radio: Built-in FM tuner, it supports Manual tune and Auto tune, receive the signal very easily ♫ Large Capacity: Built-in 32GB internal memory, the mp3 player supports up to 128GB Micro TF Card, which lets you add more storage ♫ Durable: Metal material case makes mp3 player more durable ♫ Create Folder: You can create folders in PC and put the songs into it ♫ Strong Compatibility:Windows 7/8/8.1/10/XP/Vista/2000/Mac OS 10 Specification ➳ Battery Capacity: 3.7 V / 200 mAh ➳ Screen: 1.8 inch TFT LCD screen ➳ Audio Format: Support MP3 ➳ Video Format: Support AMV with resolution of 240*320 ➳ Voice Recorder: Support MP3 / WAV ➳ Voice Recording Range: 5-8 meters ➳ Picture Browse: Support formats of JPEG/BMP (240*320) ➳ FM Receiving Frequency: 87.5 MHz~108 MHz ➳ E-Book: Support TXT format ➳ Size: 10.6 x 5 x 0.9 cm ➳ Net Weight: about 76 g ➳ Power Supply: DC 5V Micro USB interface ➳ Airframe Capacity: 16GB ➳ TF Card: maximum support 128GB (Memory SD HC Card is not included) Package 1 X MP3 Player 1 X User Manual 1 X USB Cable 1 X Earphone",23.99,"{'Brand': {'value': 'Hotechs', 'evidence': 'Why Choose Hotechs.'}, 'Material': {'value': 'Metal', 'evidence': 'Metal material case'}, 'Storage': {'value': '32GB', 'evidence': 'Built-in 32GB internal memory'}, 'Screen': {'value': '1.8 inch', 'evidence': '1.8 inch TFT LCD screen'}, 'Condition': {'value': 'New', 'evidence': 'product description does not mention any indication of used or refurbished status'}}","{'Brand': 'Hotechs', 'Material': 'Metal', 'Storage': '32GB', 'Screen': '1.8 inch', 'Condition': None}","{'Brand': 'Hotechs', 'Material': 'Metal', 'Storage': '32GB', 'Screen': '1.8 inch', 'Condition': None}"
Original MH-63 Battery Charger fits Nikon EN-EL10 Batteries (with Power Cord) for Ge camera,"Original MH-63 Battery Charger fits Nikon EN-EL10 Batteries (with Power Cord) for Ge camera . This Nikon MH-63 Original Battery Charger for EN-EL10 Li-Ion Batteries is for you to use to quickly and reliably charge the compatible batteries for your digital devices. Use this battery charger to easily charge your device's battery at home, in the office and keep your digital device for use.FEATURES: Compact and solid design and make with Original reliable quality Quickly and reliably charge your digital batteries With intelligent IC chip to prevent over-charging With Fold-out plugs on the back for easy storage As simple as plugging the unit in to the wall and inserting a battery, yet is small enough to take anywhere. SPECIFICATIONS: Original part#: Nikon MH-63Compatible battery models: Nikon EN-EL10 Li-Ion BatteriesInput: 100-240V, 50/60HzProduct Color: Black Dimension: (Approx.) 4 x 3 x 3 inches ; 4.8 ounces IMPORTANT NOTE: 1. This is a battery charger and you will need to take the battery out of the camera for charging.2. This charger is made of Nikon. And it is also compatible with Olympus LI-40B/LI-42B, Fujifilm NP-45, Pentax D-Li63, Kodak KLIC-7006, Casio NP-80 batteries.Compatible With Ge E1255W G3WP",19.99,"{'Brand': {'value': 'Nikon', 'evidence': 'Original part#: Nikon MH-63'}, 'Material': {'value': 'Plastic', 'evidence': 'Compact and solid design'}, 'Storage': {'value': 'None', 'evidence': 'Battery charger'}, 'Screen': {'value': 'None', 'evidence': 'Battery charger'}, 'Condition': {'value': 'New', 'evidence': 'Original part#'}}","{'Brand': 'Nikon', 'Material': 'Plastic', 'Storage': None, 'Screen': None, 'Condition': 'New'}","{'Brand': 'Nikon', 'Material': 'Plastic', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
"CaseBot Leather Case for Kindle Oasis (10th and 9th Gen, 2019 and 2017 Release) - Slim Fit Protective Cover, Black","CaseBot, a premium series brought to you by Fintie! Protect your 7-Inch Kindle Oasis with this Fintie Slim Case at all times! The Slim Case sports a simple and classy design. The back shell is made from durable polycarbonate material so you do not need to worry about any damages. It offers an easy clip-on application. Our innovative cover was designed to specifically fit your Kindle Oasis and secures your device without any hinges or straps. Thin, lightweight, and durable, this cover is perfect for taking Kindle Oasis wherever you go. Available in a variety of bright and fun colors.",7.99,"{'Brand': {'value': 'Fintie', 'evidence': 'brought to you by Fintie'}, 'Material': {'value': 'Polycarbonate', 'evidence': 'back shell is made from durable polycarbonate'}, 'Storage': {'value': 'None', 'evidence': 'No mention'}, 'Screen': {'value': '7-Inch', 'evidence': 'Protect your 7-Inch Kindle Oasis'}, 'Condition': {'value': 'New', 'evidence': 'The item is a ""premium series"" and does not imply any pre-owned or used status'}}","{'Brand': 'Fintie', 'Material': 'Polycarbonate', 'Storage': None, 'Screen': '7-Inch', 'Condition': None}","{'Brand': 'Fintie', 'Material': 'Polycarbonate', 'Storage': None, 'Screen': '7-Inch', 'Condition': 'New'}"
"Silicone Cover for NS-RCFNA-21 Insignia/Toshiba Firetv Remote, Silicone Protective Case for TV Omni Series and TV 4-Series 4K Remote with Lanyard(Red)","Compatible with：Toshiba and Insignia NSRCFNA21 CT-RC1US-21 CT95018 CTRC1US21 Remote. Please confirm the model of the remote control before placing an order!Made of soft, skin-friendly Silicone.Kids and Pets friendly Material.The back of the cover has a non-slip corrugated design,provide Great feel and grip.The soft and tough silicone material slides easily over the remote make it easy to install.Precise hole cuts fit the remote perfectly like a glove.",8.99,"{'Brand': {'value': 'Generic', 'evidence': 'Compatible with various brand remotes'}, 'Material': {'value': 'Silicone', 'evidence': 'Made of soft, skin-friendly Silicone'}, 'Storage': {'value': 'None', 'evidence': 'No storage mentioned'}, 'Screen': {'value': 'None', 'evidence': 'Not a screen-related product'}, 'Condition': {'value': 'New', 'evidence': 'Made of soft, skin-friendly Silicone'}}","{'Brand': None, 'Material': 'Silicone', 'Storage': None, 'Screen': None, 'Condition': 'New'}","{'Brand': None, 'Material': 'Silicone', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
"lcd4laptop HP TouchSmart 15-AC 15-AC121DX B156XTK01.0 15.6"" LCD Screen Display Touch","Extremely Important: You must match the resolution, backlight, and screen size to your current screen. You cannot deviate from your current screen specifications. Purchasing a screen with different specifications will not work with your system. If you are unsure what your current screen specification is, please contact us and we will gladly help. Also Note: You will receive a 100% compatible screen. The exact brand and part number of the screen you will receive is determined by market availability.",67.66,"{'Brand': {'value': 'Unknown/ Generic', 'evidence': 'The text does not specify the exact brand of the replacement screen, and it states that the brand and part number are determined by market availability.'}, 'Material': {'value': 'Unknown', 'evidence': 'The text does not provide information about the material used to make the screen.'}, 'Storage': {'value': 'None', 'evidence': 'The text is about a replacement screen, which does not have storage capacity.'}, 'Screen': {'value': 'Same as current screen specifications', 'evidence': 'The text explicitly states that the replacement screen must match the resolution, backlight, and screen size of the current screen.'}, 'Condition': {'value': 'New', 'evidence': 'Based on the context, it is highly probable that the replacement screen is new, as the seller provides a warranty guarantee with its products.'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': 'Same as current screen specifications', 'Condition': None}"
"Airpods Case, Airpods Accessories Kits, 2 Pack Protective Silicone Cover Apple Airpods Anti-Lost Airbag Belt, for Apple AirPods 2nd 1st Generation (Black+White)","offers 100% Satisfaction Guarantee -180 days money back and lifetime technique support. Airpods Case, Airpods Accessories Kits, 11 in 1 Protective Silicone Cover and Skin for Apple Airpods with Anti-lost Airpods Strap, Airpods Watch band Holder, Airpods Ear Hook  Airpods Case is made from premium quality silicone material. Shock & Dust Resistant, Friendly to skin, Durable, Flexible, Portable and Lightweight. No need to worry about the apple airpods will loss! Perfects for gym, exercise, travel, hiking, cycling, running and any other outdoor activities even in rainy and snowy day. Package Shock Resistant & Dust Proof Silicone Airpods Case× 2 （Black+white） AirPods storage box× 1 （Black） Airpods Ear Hook× 2 （Black+white） Airpods Watch with Stand× 2 （Black+white） Airpods anti-drop belt× 2  （Black+white） Sturdy Keychain× 2    (Black) Product Description - Compatibility: The case is specially designed for Apple AirPods - Material: Made form high quality durable Silicone - Feature: Shock resistant and Dust proof - Smart Design: Access to lightning connector without removing the protective case when charging; Bulit in dust cap. - Portable: Keychain hole design and detachable carabiner - Lightweight: Only 1 Ounce  Our mission is to offer the superior quality products and provide the best customer service. - If you are not delighted with our product, please let us know by sending message or e-mail. We will get back to you faster than you can say. - We offer a 100% Satisfaction Guarantee! ""Add it to cart""Now! NOTES: AirPods NOT included",12.99,"{'Brand': {'value': 'Generic', 'evidence': 'The product is a generic Airpods case, not a branded one like Apple or Sony.'}, 'Material': {'value': 'Silicone', 'evidence': 'It is explicitly mentioned that the case is made from premium quality silicone material.'}, 'Storage': {'value': 'Not applicable (case only)', 'evidence': 'The product description is focused on a case, not a storage device.'}, 'Screen': {'value': 'None', 'evidence': 'There is no mention of a screen in the product description.'}, 'Condition': {'value': 'New', 'evidence': 'The description mentions a Satisfaction Guarantee and money back, which suggests a new product.'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New'}"
"Alcatel Joy Tab 2 8 inch 2020 Kids Case(Model 9032Z), Alcatel Joy Tab 2 Case-SHREBORN Kids Shockproof Handle Friendly Case with Stand for Metroby t-Mobile Alcatel Joy Tab 2 8"" 2020 Tablet(Blue)","Compatible Device: Designed by SHREBORN: kids Case for Metrobyt-Mobile Alcatel Joy Tab 2 8-inch Tablet 2020 Version (Model: 9032Z) Product advantages： 1.SHREBORN is the manufacturer. We use Amazon platform to better sell our products. You don't have to worry about after-sales service. We will provide one-year unsatisfactory return service.  2. SHREBORN designed to be inspired by animal Panda, it will be unique, and your child will love small animal shaped products to protect his Metrobyt-Mobile Alcatel Joy Tab 2 8-inch Tablet 2020(Model: 9032Z)   3.With the handle, your child can carry it with.Children can carry travel, change places , you don't have to worry about damaging your tablet, our products provide protection against collisions and falls.  4.You don't need to worry about the protective shell adding weight.Made from a lightweight, durable, kid-safe material Easy access to buttons, ports, and cameras. Features: -Exclusively designed to form-fit for the Metrobyt-Mobile Alcatel Joy Tab 2 8-inch Tablet 2020 (Model: 9032Z).  -Made entirely of durable EVA foam rubber.  -Soft, squishy material is fun and safe for children .  -Cutouts for clear access to all buttons, ports, speakers and rear-camera.  -Built-in, Foldable stand.  -Raised screen bezel for extra protection.  Note:  1. The tablet don't be included, NO screen protector included.  2. You are supposed to take out the black frame inside the case before you installing the tablet. Don't hesitate, what are you waiting for? It will be a perfect gift and your child will love it.",14.9,"{'Brand': {'value': 'SHREBORN', 'evidence': 'Designed by SHREBORN'}, 'Material': {'value': 'Plastic', 'evidence': 'made from a lightweight, durable, kid-safe material'}, 'Storage': {'value': 'None', 'evidence': 'case for tablet, no storage expansion mentioned'}, 'Screen': {'value': '8-inch', 'evidence': 'compatible with 8-inch Metrobyt-Mobile Alcatel Joy Tab 2 Tablet'}, 'Condition': {'value': 'New', 'evidence': 'one-year unsatisfactory return service, suggests new product'}}","{'Brand': 'SHREBORN', 'Material': 'Plastic', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'SHREBORN', 'Material': 'Plastic', 'Storage': None, 'Screen': None, 'Condition': None}"
"erjigo Earphone, Customized Comfort, GK-GS10Earbuds, 4BA+1DD Configuration, Noise-canceling Headphone, HiFi Sports&Fitness Headphones (Black no mic)",Product Details Brand:GKmodel:GS10Sensitivity:111dBPin Type:0.75mmImpedance:30ΩLine Length:125±5cmFrequency:7-40000HzEarphone weight:25±3gPlug Type:3.5mmconfiguration:30095 BA unitx2、50060 BA unitx2 10mm dual magnetic dynamicx1,23.99,"{'Brand': {'value': 'GK', 'evidence': 'Product Details Brand:GK'}, 'Material': {'value': 'Unknown', 'evidence': ''}, 'Storage': {'value': 'None', 'evidence': ''}, 'Screen': {'value': 'None', 'evidence': ''}, 'Condition': {'value': 'New', 'evidence': 'No context for used or renewed, likely new due to no mention of refurbished components'}}","{'Brand': 'GK', 'Material': 'Unknown', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'GK', 'Material': 'Unknown', 'Storage': None, 'Screen': None, 'Condition': None}"
JBL CLIP 3 - Waterproof Portable Bluetooth Speaker - Gray (Renewed),Speakerphone,43.97,"{'Brand': {'value': 'Generic', 'evidence': 'Unknown/No information available'}, 'Material': {'value': 'Plastic', 'evidence': 'Common material for speakerphones'}, 'Storage': {'value': 'None', 'evidence': 'Not applicable for speakerphones'}, 'Screen': {'value': 'None', 'evidence': 'Not applicable for speakerphones'}, 'Condition': {'value': 'New', 'evidence': 'Generic product without specific age information'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
"Valkit for New iPad Pro 12.9 2017 Cover, iPad Pro 12.9 Case, Apple iPad Pro 12.9 Inch 2015 Folio Smart Folio Stand Protective Heavy Duty Rugged Armor Cases with Apple Pencil Holder, Black","FIND YOUR IPAD MODEL *** ON THE BACK OF YOUR IPAD COMPATIBLE ONLY WITH: Both work with iPad Pro 12.9 inch 2017 Edition [ A1670 / A1671 ] and iPad Pro 12.9 inch 2015 [ A1584 / A1652 ] Edition (not included Apple pencil and iPad device). **NOT work for iPad Pro 12.9 Inch 2018 /2020 or other iPad models. FEATERES: 【 Auto Wake/Sleep 】 Magnetic auto sleep/wake feature works seamlessly and smoothly to help extend your iPad’ s battery life. 【 Stable Tri-fold Stand 】 Tri-fold front cover with dual standing positions for enjoy the most comfortable keyboard-typing and movie-viewing 【 Apple Pencil Holder 】 Using your Apple Pencil whenever you want and never get lost easily to carry your Apple pencil with your device.  【 Removable Front Cover 】 Easy to install and remove with soft flexible case, never leaves scratches on your iPad. 【 Precise Cutouts 】 Allowing users to have full access to all features of the iPad (buttons, speakers, cameras) 【 Perfect Display 】 The translucent frosted back cover shows the original look and charm of your iPad, while protects your device against fingerprints and scratches. Package Includes: 1 x Apple iPad Pro 12.9 Case 2017/2015 Available in a variety of bright and fun colors.",22.99,"{'Brand': {'value': 'Apple', 'evidence': 'compatible with iPad Pro 12.9 inch 2017 Edition [ A1670 / A1671 ] and iPad Pro 12.9 inch 2015 [ A1584 / A1652 ] Edition'}, 'Material': {'value': 'Flexible Plastic', 'evidence': 'soft flexible case'}, 'Storage': {'value': 'None', 'evidence': 'iPad case'}, 'Screen': {'value': '12.9 inch', 'evidence': 'compatible with iPad Pro 12.9 inch 2017 Edition [ A1670 / A1671 ] and iPad Pro 12.9 inch 2015 [ A1584 / A1652 ] Edition'}, 'Condition': {'value': 'New', 'evidence': '*** ON THE BACK OF YOUR IPAD'}}","{'Brand': None, 'Material': 'Flexible Plastic', 'Storage': None, 'Screen': None, 'Condition': 'New'}","{'Brand': None, 'Material': 'Flexible Plastic', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
ICE 100mm ND1000 Square Filter Neutral Density 10 Stop Optical Glass fits Cokin Z,"ND1000 Filter. 10 Stop exposure correction. No color cast. Optical Glass. Compare to Lee Big Stopper. Fits Cokin Z-100, Lee & Hitech 100mm drop in Filter holders.",49.95,"{'Brand': {'value': 'ND1000', 'evidence': 'Brand name in product description'}, 'Material': {'value': 'Glass', 'evidence': 'Optical Glass in product description'}, 'Storage': {'value': 'None', 'evidence': 'No storage capacity mentioned in product description'}, 'Screen': {'value': 'None', 'evidence': 'No screen size mentioned in product description'}, 'Condition': {'value': 'New', 'evidence': 'Product description does not mention any wear and tear'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'ND1000', 'Material': 'Glass', 'Storage': None, 'Screen': None, 'Condition': None}"
"Arlo Camera Housing - Arlo Certified Accessory - Change Your Camera Housing to Fit Your Space, Works with Arlo Pro 5S 2K, Pro 4, Pro 3, Ultra 2, and Ultra Cameras, White - VMA5202H","Quickly and easily change the housings on your Arlo cameras to get the look that fits your space. Compatible with Pro 5S 2K, Pro 4, Pro 3, Ultra 2, and Ultra Cameras.",37.64,"{'Brand': {'value': 'Arlo', 'evidence': 'Compatible with Pro 5S 2K, Pro 4, Pro 3, Ultra 2, and Ultra Cameras'}, 'Material': {'value': 'Plastic', 'evidence': 'common material for camera housings'}, 'Storage': {'value': 'None', 'evidence': 'no mention of storage capacity'}, 'Screen': {'value': 'None', 'evidence': 'not a display device'}, 'Condition': {'value': 'New', 'evidence': 'not implied to be used or pre-owned'}}","{'Brand': 'Arlo', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Arlo', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
